index,Date,Gender,Age,ImportanceExercise,FitnessLevel,Frequency,Barriers,Activity,DoYouDo,Daytime,Unit,Diet,BarriersDiet,SelfRatingDiet,RecommendedFriend,PurchasedEquipment,Motivation
218,2019/07/04 2:48:57 PM GMT+5:30,Female,19 to 25,5,Good,Never,I'll become too tired,Zumba dance,I don't really exercise,Evening,I don't really exercise,Not always,Lack of time,1,Yes,No,I want to relieve stress
219,2019/07/04 2:50:03 PM GMT+5:30,Female,15 to 18,3,Good,1 to 2 times a week,I don't have enough time,Walking or jogging,With a friend,Early morning,30 minutes,Not always,Lack of time,4,Yes,No,I want to lose weight
220,2019/07/04 2:53:37 PM GMT+5:30,Male,19 to 25,4,Average,Never,I don't have enough time,Swimming,I don't really exercise,Evening,1 hour,Not always,Lack of time,3,Yes,No,I want to be fit
221,2019/07/04 2:53:43 PM GMT+5:30,Female,15 to 18,4,Good,2 to 3 times a week,I exercise regularly with no barriers,Gym;Zumba dance,With a friend,Early morning,1 hour,Not always,Temptation and cravings,3,No,No,I want to be flexible;I want to relieve stress
222,2019/07/04 2:53:47 PM GMT+5:30,Female,15 to 18,5,Average,Never,I can't stay motivated,I don't really exercise,I don't really exercise,Evening,I don't really exercise,Not always,Ease of access to fast food,3,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
223,2019/07/04 3:07:31 PM GMT+5:30,Female,19 to 25,4,Average,Everyday,I can't stay motivated,Gym,Alone,Early morning,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,4,No,Yes,I want to be fit;I want to lose weight
224,2019/07/04 3:11:17 PM GMT+5:30,Male,19 to 25,4,Perfect,3 to 4 times a week,I don't have enough time,Walking or jogging;Gym,Alone,Evening,1 hour,Not always,Lack of time,5,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress
225,2019/07/04 3:13:42 PM GMT+5:30,Female,19 to 25,4,Average,1 to 2 times a week,I can't stay motivated;I'll become too tired,Walking or jogging,With a friend,Early morning,1 hour,No,Ease of access to fast food;Temptation and cravings,2,No,No,I want to relieve stress
226,2019/07/04 3:16:28 PM GMT+5:30,Female,15 to 18,5,Good,Everyday,I exercise regularly with no barriers,Gym,Alone,Evening,1 hour,Not always,Temptation and cravings,3,Yes,No,I want to lose weight
227,2019/07/04 3:21:13 PM GMT+5:30,Female,19 to 25,5,Good,Everyday,I don't have enough time;I'll become too tired,Walking or jogging,Alone,Early morning,1 hour,No,Lack of time,3,No,Yes,I want to achieve a sporting goal
228,2019/07/04 3:27:35 PM GMT+5:30,Female,19 to 25,4,Good,2 to 3 times a week,I don't have enough time,Gym,With a group,Evening,2 hours,Not always,Lack of time;Temptation and cravings,3,No,No,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible
229,2019/07/04 3:28:40 PM GMT+5:30,Female,15 to 18,5,Perfect,Everyday,I don't have enough time,Gym,Alone,Evening,1 hour,Yes,Temptation and cravings,4,Yes,Yes,I want to be fit
230,2019/07/04 3:40:33 PM GMT+5:30,Male,19 to 25,3,Very good,2 to 3 times a week,I don't have enough time;I can't stay motivated,Walking or jogging;Team sport,With a group,Evening,1 hour,Yes,Temptation and cravings,4,No,No,I want to be fit;I want to increase muscle mass and strength
231,2019/07/04 3:53:34 PM GMT+5:30,Female,19 to 25,3,Average,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,I don't really exercise,Not always,Lack of time,3,Yes,No,I want to be fit
232,2019/07/04 4:00:12 PM GMT+5:30,Female,15 to 18,4,Good,1 to 2 times a week,I don't have enough time,Walking or jogging,With a friend,Evening,30 minutes,No,Temptation and cravings,4,Yes,Yes,I want to be fit
233,2019/07/04 4:07:05 PM GMT+5:30,Male,15 to 18,3,Perfect,Never,I don't have enough time,Walking or jogging;Gym,Alone,Early morning,1 hour,No,Temptation and cravings,5,No,No,I want to be fit
234,2019/07/04 4:15:40 PM GMT+5:30,Female,15 to 18,4,Good,3 to 4 times a week,I don't have enough time;I can't stay motivated,Walking or jogging;Gym;Yoga,Alone,Early morning,1 hour,Not always,Ease of access to fast food;Temptation and cravings,2,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
235,2019/07/04 4:22:42 PM GMT+5:30,Female,15 to 18,4,Good,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Evening,30 minutes,No,Ease of access to fast food,4,Yes,Yes,I want to relieve stress
236,2019/07/04 4:30:13 PM GMT+5:30,Male,19 to 25,3,Good,1 to 2 times a week,I don't have enough time;I can't stay motivated,Walking or jogging;Team sport,Alone,Evening,1 hour,Not always,Lack of time;Ease of access to fast food;Temptation and cravings,3,No,Yes,I want to relieve stress
237,2019/07/04 4:33:31 PM GMT+5:30,Female,19 to 25,4,Good,1 to 2 times a week,I don't have enough time;I can't stay motivated,Walking or jogging,With a friend,Evening,1 hour,Yes,Temptation and cravings,3,Yes,No,I want to be fit;I want to be flexible
238,2019/07/04 4:41:23 PM GMT+5:30,Male,30 to 40,5,Average,2 to 3 times a week,I can't stay motivated,Gym,Alone,Early morning,30 minutes,Not always,Ease of access to fast food,3,Yes,No,I want to be fit
239,2019/07/04 5:05:46 PM GMT+5:30,Female,19 to 25,4,Good,2 to 3 times a week,I'll become too tired,Walking or jogging,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to be fit;I want to relieve stress
240,2019/07/04 5:07:19 PM GMT+5:30,Female,15 to 18,3,Good,Never,I don't have enough time,I don't really exercise,I don't really exercise,Evening,I don't really exercise,No,Temptation and cravings,3,No,Yes,I want to be fit;I want to be flexible
241,2019/07/04 5:07:26 PM GMT+5:30,Female,19 to 25,5,Good,3 to 4 times a week,I'll become too tired,Walking or jogging,Alone,Evening,30 minutes,No,Lack of time,3,Yes,No,I want to be fit;I want to be flexible
242,2019/07/04 5:09:30 PM GMT+5:30,Female,15 to 18,3,Average,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,1 hour,Not always,Lack of time,3,No,No,I want to be flexible;I want to relieve stress
243,2019/07/04 5:17:56 PM GMT+5:30,Male,19 to 25,5,Average,1 to 2 times a week,I don't have enough time,Walking or jogging;Team sport,With a group,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
244,2019/07/04 5:18:30 PM GMT+5:30,Female,15 to 18,5,Good,Everyday,I exercise regularly with no barriers,Yoga,Alone,Early morning,30 minutes,No,Temptation and cravings,3,No,No,I want to lose weight
245,2019/07/04 5:18:38 PM GMT+5:30,Female,15 to 18,2,Average,Never,I don't have enough time,Walking or jogging,I don't really exercise,Evening,I don't really exercise,Yes,Temptation and cravings,3,No,No,I want to be fit
246,2019/07/04 5:28:05 PM GMT+5:30,Female,19 to 25,4,Average,Never,I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,No,Ease of access to fast food,3,No,No,I'm sorry ... I'm not really interested in exercising
247,2019/07/04 5:28:15 PM GMT+5:30,Female,40 and above,5,Good,Everyday,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Not always,Lack of time,3,Yes,No,I want to be flexible;I want to relieve stress
248,2019/07/04 5:29:19 PM GMT+5:30,Female,19 to 25,3,Average,3 to 4 times a week,I don't have enough time,Walking or jogging;Gym;Yoga;Lifting weights,Alone,Evening,1 hour,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
249,2019/07/04 5:36:11 PM GMT+5:30,Female,15 to 18,3,Average,1 to 2 times a week,I don't have enough time,Walking or jogging,With a group,Early morning,30 minutes,Not always,Ease of access to fast food,3,No,No,I want to lose weight
250,2019/07/04 5:36:22 PM GMT+5:30,Female,15 to 18,5,Very good,2 to 3 times a week,I don't have enough time,Walking or jogging;Gym;Yoga,Alone,Early morning,1 hour,Not always,Ease of access to fast food,4,No,No,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress
251,2019/07/04 5:40:12 PM GMT+5:30,Male,15 to 18,3,Average,1 to 2 times a week,I don't have enough time,Walking or jogging,With a friend,Evening,30 minutes,No,Ease of access to fast food,3,No,No,I want to relieve stress
252,2019/07/04 5:42:10 PM GMT+5:30,Male,19 to 25,3,Good,Never,I don't really enjoy exercising,I don't really exercise,I don't really exercise,Evening,I don't really exercise,No,Ease of access to fast food;Temptation and cravings,3,No,No,I'm sorry ... I'm not really interested in exercising
253,2019/07/04 5:43:01 PM GMT+5:30,Female,19 to 25,3,Average,Never,I can't stay motivated,Zumba dance,Within a class environment,Early morning,I don't really exercise,Yes,Temptation and cravings,4,No,Yes,I want to be fit;I want to be flexible
254,2019/07/04 5:54:15 PM GMT+5:30,Female,30 to 40,3,Average,1 to 2 times a week,I don't have enough time,Walking or jogging,With a group,Early morning,1 hour,Yes,Lack of time,3,Yes,No,I want to relieve stress
255,2019/07/04 5:57:18 PM GMT+5:30,Female,40 and above,5,Average,1 to 2 times a week,I don't have enough time,Gym;Yoga,Alone,Evening,1 hour,Not always,Cost,3,Yes,Yes,I want to be flexible;I want to relieve stress
256,2019/07/04 5:57:32 PM GMT+5:30,Male,15 to 18,2,Average,Never,I don't have enough time;I can't stay motivated;I'll become too tired,Walking or jogging;Swimming;Team sport,With a friend,Afternoon,30 minutes,No,Ease of access to fast food;Temptation and cravings,4,No,No,I want to be fit;I want to relieve stress;I want to achieve a sporting goal
257,2019/07/04 5:57:35 PM GMT+5:30,Female,15 to 18,4,Good,3 to 4 times a week,I'll become too tired,Walking or jogging;Gym;Yoga;Zumba dance,With a group,Early morning,1 hour,Not always,Temptation and cravings,3,Yes,No,I want to lose weight
258,2019/07/04 6:03:16 PM GMT+5:30,Male,19 to 25,4,Unfit,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight
259,2019/07/04 6:04:24 PM GMT+5:30,Male,19 to 25,4,Average,Never,I don't have enough time,Yoga,Alone,Early morning,1 hour,No,Lack of time,2,No,No,I want to be fit
260,2019/07/04 6:08:17 PM GMT+5:30,Male,19 to 25,2,Unfit,Never,I don't have enough time,I don't really exercise,I don't really exercise,Evening,30 minutes,No,Ease of access to fast food,2,No,No,I'm sorry ... I'm not really interested in exercising
261,2019/07/04 6:10:47 PM GMT+5:30,Male,19 to 25,3,Very good,Everyday,I exercise regularly with no barriers,Walking or jogging;Lifting weights,Alone,Evening,1 hour,Yes,Ease of access to fast food,3,Yes,No,I want to increase muscle mass and strength
262,2019/07/04 6:12:32 PM GMT+5:30,Female,15 to 18,4,Good,2 to 3 times a week,I don't have enough time,Walking or jogging,With a friend,Evening,1 hour,Not always,Ease of access to fast food;Temptation and cravings,3,No,Yes,I want to be fit;I want to relieve stress
263,2019/07/04 6:15:42 PM GMT+5:30,Male,19 to 25,4,Very good,3 to 4 times a week,I exercise regularly with no barriers,Team sport,With a friend,Evening,1 hour,Yes,Lack of time,4,Yes,No,I want to achieve a sporting goal
264,2019/07/04 6:17:12 PM GMT+5:30,Male,19 to 25,2,Unfit,Never,I have an injury,Walking or jogging,Within a class environment,Evening,30 minutes,No,Lack of time,3,No,No,I want to be flexible
265,2019/07/04 6:18:32 PM GMT+5:30,Female,30 to 40,2,Very good,Never,I don't have enough time,Walking or jogging,With a friend,Evening,30 minutes,Not always,Temptation and cravings,4,No,No,I want to lose weight
266,2019/07/04 6:20:02 PM GMT+5:30,Female,19 to 25,3,Good,5 to 6 times a week,I don't have enough time,Walking or jogging,With a friend,Evening,30 minutes,Not always,Ease of access to fast food,3,No,No,Going to class on time 😉
267,2019/07/04 6:21:05 PM GMT+5:30,Male,15 to 18,3,Average,1 to 2 times a week,I don't have enough time;I can't stay motivated;I'll become too tired;I don't really enjoy exercising,Walking or jogging;Lifting weights,With a friend,Early morning,1 hour,Yes,Ease of access to fast food;Temptation and cravings,3,No,No,I want to be fit;I want to lose weight
268,2019/07/04 6:23:40 PM GMT+5:30,Female,15 to 18,3,Good,2 to 3 times a week,I'll become too tired,Gym,With a friend,Evening,30 minutes,Not always,Ease of access to fast food,3,Yes,Yes,I want to be fit;I want to lose weight
269,2019/07/04 6:33:16 PM GMT+5:30,Male,15 to 18,1,Average,Never,I don't have enough time;I don't really enjoy exercising,I don't really exercise,I don't really exercise,Evening,I don't really exercise,Not always,Lack of time,3,No,Yes,I'm sorry ... I'm not really interested in exercising
270,2019/07/04 6:37:34 PM GMT+5:30,Female,15 to 18,4,Average,5 to 6 times a week,I can't stay motivated,Walking or jogging;Gym;Team sport,With a group,Early morning,2 hours,No,Temptation and cravings,4,Yes,No,I want to be flexible;I want to achieve a sporting goal
271,2019/07/04 6:45:25 PM GMT+5:30,Female,19 to 25,5,Perfect,Everyday,I exercise regularly with no barriers,Walking or jogging;Team sport,Alone,Evening,30 minutes,Not always,Temptation and cravings,4,Yes,No,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
272,2019/07/04 6:47:33 PM GMT+5:30,Female,15 to 18,3,Average,1 to 2 times a week,I can't stay motivated,Walking or jogging,With a friend,Evening,1 hour,Not always,Lack of time,3,No,Yes,I want to lose weight
273,2019/07/04 6:55:15 PM GMT+5:30,Female,15 to 18,2,Average,Never,I don't have enough time;I'll become too tired,Walking or jogging;I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Ease of access to fast food;Temptation and cravings,3,No,No,I want to relieve stress
274,2019/07/04 7:07:19 PM GMT+5:30,Male,19 to 25,3,Average,2 to 3 times a week,I can't stay motivated,Walking or jogging,Alone,Early morning,30 minutes,Not always,Temptation and cravings,4,No,No,I want to be fit;I want to increase muscle mass and strength
275,2019/07/04 7:17:14 PM GMT+5:30,Female,19 to 25,1,Average,Never,I'll become too tired,I don't really exercise,I don't really exercise,Evening,I don't really exercise,Not always,Temptation and cravings,3,No,No,I'm sorry ... I'm not really interested in exercising
276,2019/07/04 7:20:21 PM GMT+5:30,Female,15 to 18,2,Average,3 to 4 times a week,I can't stay motivated,Walking or jogging,With a friend,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to be fit
277,2019/07/04 7:24:47 PM GMT+5:30,Female,15 to 18,5,Good,Everyday,I'll become too tired,Walking or jogging,With a group,Early morning,30 minutes,No,Ease of access to fast food,3,Yes,No,I want to be fit;I want to lose weight
278,2019/07/04 7:35:39 PM GMT+5:30,Female,15 to 18,3,Average,3 to 4 times a week,I don't have enough time,Gym,Alone,Evening,1 hour,Not always,Temptation and cravings,2,Yes,No,I want to be fit
279,2019/07/04 7:36:42 PM GMT+5:30,Male,19 to 25,1,Perfect,1 to 2 times a week,I can't stay motivated,Gym;Team sport,Alone,Evening,2 hours,No,Temptation and cravings,5,No,Yes,I want to relieve stress
280,2019/07/04 7:39:03 PM GMT+5:30,Female,19 to 25,4,Good,2 to 3 times a week,I don't have enough time,Walking or jogging;Gym;Swimming,Alone,Evening,30 minutes,Not always,Lack of time;Ease of access to fast food;Temptation and cravings,4,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
281,2019/07/04 7:40:20 PM GMT+5:30,Male,40 and above,5,Average,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,1 hour,No,Lack of time,3,Yes,No,I want to be fit;I want to lose weight;I want to relieve stress
282,2019/07/04 7:41:06 PM GMT+5:30,Female,15 to 18,3,Average,1 to 2 times a week,I don't have enough time;I'll become too tired,Walking or jogging;Team sport,Alone,Evening,30 minutes,Not always,Lack of time;Cost;Temptation and cravings,3,Yes,Yes,I want to be fit;I want to be flexible;I want to relieve stress
283,2019/07/04 7:51:15 PM GMT+5:30,Female,15 to 18,3,Good,Never,I don't have enough time,Walking or jogging,I don't really exercise,Early morning,I don't really exercise,No,Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight;I want to achieve a sporting goal
284,2019/07/04 7:52:29 PM GMT+5:30,Female,19 to 25,3,Very good,Never,I can't stay motivated;I don't really enjoy exercising,Walking or jogging,Alone,Early morning,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,5,No,No,I want to be fit
285,2019/07/04 8:19:34 PM GMT+5:30,Female,30 to 40,5,Average,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Yes,Ease of access to fast food,3,No,No,I want to be fit
286,2019/07/04 8:22:56 PM GMT+5:30,Male,15 to 18,5,Very good,Everyday,I don't have enough time,Gym;Lifting weights;Team sport,With a group,Evening,1 hour,Not always,Temptation and cravings,3,Yes,No,I want to be fit
287,2019/07/04 8:24:22 PM GMT+5:30,Female,15 to 18,4,Good,5 to 6 times a week,I don't have enough time,Yoga,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,No,Yes,I want to be fit
288,2019/07/04 8:25:13 PM GMT+5:30,Male,30 to 40,3,Good,Never,I'll become too tired,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Temptation and cravings,4,No,No,I'm sorry ... I'm not really interested in exercising
289,2019/07/04 8:40:29 PM GMT+5:30,Male,15 to 18,3,Average,Never,I'll become too tired;I don't really enjoy exercising,I don't really exercise,With a friend,Early morning,30 minutes,No,Temptation and cravings,3,Yes,Yes,I'm sorry ... I'm not really interested in exercising
290,2019/07/04 8:58:05 PM GMT+5:30,Male,30 to 40,3,Unfit,Never,I don't have enough time;I can't stay motivated;I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Lack of time;Cost;Ease of access to fast food;Temptation and cravings,2,Yes,No,"See the answer to what barriers, if any, prevent you from exercising  regularly "
291,2019/07/04 9:13:14 PM GMT+5:30,Female,30 to 40,5,Average,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Not always,Lack of time,3,Yes,Yes,I want to be fit
292,2019/07/04 9:16:49 PM GMT+5:30,Female,19 to 25,5,Good,1 to 2 times a week,I can't stay motivated,Yoga,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,Yes,I want to lose weight;I want to relieve stress
293,2019/07/04 9:25:59 PM GMT+5:30,Female,30 to 40,2,Average,Never,I don't have enough time,I don't really exercise,I don't really exercise,Evening,I don't really exercise,Not always,Lack of time,2,Yes,No,I want to be flexible
294,2019/07/04 9:41:36 PM GMT+5:30,Female,30 to 40,5,Average,Everyday,I'll become too tired,Yoga,Alone,Early morning,1 hour,Not always,Temptation and cravings,3,Yes,No,I want to relieve stress
295,2019/07/04 9:44:39 PM GMT+5:30,Male,30 to 40,3,Unfit,2 to 3 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,No,Lack of time,3,Yes,No,I want to be flexible
296,2019/07/04 9:50:46 PM GMT+5:30,Female,19 to 25,4,Average,2 to 3 times a week,I don't have enough time;I can't stay motivated,Walking or jogging,Alone,Evening,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight;I want to relieve stress
297,2019/07/04 9:53:16 PM GMT+5:30,Female,15 to 18,5,Very good,Everyday,I'll become too tired,Walking or jogging,Alone,Early morning,1 hour,Not always,Temptation and cravings,4,Yes,No,I want to be fit;I want to lose weight;I want to be flexible
298,2019/07/04 10:05:25 PM GMT+5:30,Male,40 and above,3,Unfit,Never,I don't have enough time;I can't stay motivated,Walking or jogging,I don't really exercise,Early morning,I don't really exercise,Yes,Lack of time,3,Yes,Yes,I want to be fit
299,2019/07/04 10:13:01 PM GMT+5:30,Female,15 to 18,5,Average,Never,I don't have enough time;I don't really enjoy exercising,I don't really exercise,Within a class environment,Early morning,I don't really exercise,Not always,Temptation and cravings,3,No,No,I want to be fit;I want to be flexible;I want to relieve stress
300,2019/07/04 10:14:32 PM GMT+5:30,Male,15 to 18,5,Perfect,Everyday,I don't have enough time,Walking or jogging;Gym;Swimming;Yoga;Zumba dance;Lifting weights;Team sport,With a friend,Early morning,3 hours and above,No,Temptation and cravings,5,Yes,Yes,I want to be fit
301,2019/07/04 10:29:02 PM GMT+5:30,Female,26 to 30,4,Very good,5 to 6 times a week,I'll become too tired,Walking or jogging,Alone,Evening,30 minutes,Not always,Temptation and cravings,4,Yes,No,I want to lose weight;I want to be flexible;I want to relieve stress
302,2019/07/04 10:39:29 PM GMT+5:30,Female,30 to 40,5,Unfit,Never,I don't have enough time,Yoga,I don't really exercise,Early morning,I don't really exercise,No,Lack of time,1,No,No,I want to lose weight
303,2019/07/04 10:50:50 PM GMT+5:30,Female,30 to 40,3,Average,2 to 3 times a week,I don't have enough time,Walking or jogging,Alone,Evening,2 hours,Not always,Cost,3,Yes,No,I want to be fit;I want to lose weight;I want to relieve stress
304,2019/07/05 3:12:24 AM GMT+5:30,Female,30 to 40,5,Average,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Evening,30 minutes,Not always,Lack of time,3,Yes,No,I want to be fit;I want to lose weight
305,2019/07/05 5:34:32 AM GMT+5:30,Female,15 to 18,4,Good,2 to 3 times a week,I don't have enough time;I'll become too tired,Walking or jogging;Yoga,Alone,Evening,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to be fit;I want to be flexible
306,2019/07/05 8:32:21 AM GMT+5:30,Female,15 to 18,3,Good,Never,I don't have enough time;I'll become too tired,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Lack of time;Ease of access to fast food,3,Yes,No,I'm sorry ... I'm not really interested in exercising
307,2019/07/05 8:42:17 AM GMT+5:30,Female,40 and above,2,Very good,Never,I don't have enough time;I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Yes,Temptation and cravings,2,No,No,I want to lose weight;I want to relieve stress
308,2019/07/05 9:32:21 AM GMT+5:30,Female,15 to 18,3,Good,Never,I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Yes,Temptation and cravings,4,No,No,I'm sorry ... I'm not really interested in exercising
309,2019/07/05 10:16:38 AM GMT+5:30,Male,15 to 18,4,Unfit,1 to 2 times a week,I can't stay motivated,Gym,Alone,Evening,1 hour,Not always,Temptation and cravings,2,Yes,No,I want to lose weight;I want to be flexible
310,2019/07/05 10:24:06 AM GMT+5:30,Female,15 to 18,3,Good,1 to 2 times a week,I don't have enough time,Yoga,With a group,Afternoon,1 hour,Not always,Temptation and cravings,3,Yes,Yes,I want to be flexible
311,2019/07/05 10:24:27 AM GMT+5:30,Male,19 to 25,4,Average,1 to 2 times a week,I don't have enough time;I can't stay motivated,Team sport,With a group,Evening,1 hour,No,Lack of time;Temptation and cravings,3,No,No,I want to be fit;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
312,2019/07/05 10:26:36 AM GMT+5:30,Male,19 to 25,4,Good,3 to 4 times a week,I can't stay motivated,Walking or jogging;Gym;Swimming;Lifting weights;Team sport,Alone,Early morning,2 hours,Yes,Ease of access to fast food,4,Yes,No,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress
313,2019/07/05 10:35:40 AM GMT+5:30,Female,15 to 18,4,Average,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Temptation and cravings,3,Yes,No,I want to lose weight;I want to relieve stress
314,2019/07/05 10:35:48 AM GMT+5:30,Female,15 to 18,4,Very good,1 to 2 times a week,I don't have enough time,Yoga,Alone,Evening,30 minutes,Not always,Temptation and cravings,3,No,No,I want to be fit
315,2019/07/05 10:38:04 AM GMT+5:30,Female,15 to 18,4,Average,1 to 2 times a week,I can't stay motivated,Gym,Alone,Evening,1 hour,No,Ease of access to fast food;Temptation and cravings,2,Yes,No,I want to relieve stress
316,2019/07/05 10:38:13 AM GMT+5:30,Male,19 to 25,4,Good,3 to 4 times a week,I have an injury,Walking or jogging;Gym,Alone,Evening,1 hour,No,Temptation and cravings,3,No,Yes,I want to be fit
317,2019/07/05 10:38:21 AM GMT+5:30,Male,15 to 18,5,Very good,5 to 6 times a week,I exercise regularly with no barriers,Walking or jogging;Gym;Swimming;Lifting weights;Team sport,With a group,Evening,1 hour,No,Lack of time,4,Yes,No,I want to be fit;I want to achieve a sporting goal
318,2019/07/05 10:41:48 AM GMT+5:30,Male,19 to 25,5,Good,5 to 6 times a week,I don't have enough time,Gym;Team sport,Alone,Evening,2 hours,Not always,Ease of access to fast food;Temptation and cravings,3,No,No,I want to be fit
319,2019/07/05 10:41:57 AM GMT+5:30,Male,19 to 25,4,Good,3 to 4 times a week,I can't stay motivated;I'll become too tired,Walking or jogging;Lifting weights;Team sport,Alone,Afternoon,1 hour,Not always,Temptation and cravings,3,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
320,2019/07/05 11:00:17 AM GMT+5:30,Female,40 and above,1,Perfect,Never,I always busy with my regular works,I don't really exercise,Alone,Early morning,I don't really exercise,Yes,Temptation and cravings,5,Yes,No,I want to be fit
321,2019/07/05 11:00:32 AM GMT+5:30,Female,40 and above,5,Good,5 to 6 times a week,I exercise regularly with no barriers,Walking or jogging;Yoga,Alone,Evening,1 hour,Not always,Temptation and cravings,3,Yes,No,I want to lose weight;I want to be flexible
322,2019/07/05 11:01:03 AM GMT+5:30,Female,19 to 25,3,Very good,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Yes,Temptation and cravings,3,Yes,No,I want to be fit;I want to be flexible
323,2019/07/05 11:07:38 AM GMT+5:30,Male,19 to 25,5,Perfect,5 to 6 times a week,I don't have enough time,Walking or jogging;Gym;Team sport,Alone,Afternoon,1 hour,Not always,Temptation and cravings,4,Yes,No,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress
324,2019/07/05 11:08:32 AM GMT+5:30,Male,19 to 25,5,Average,3 to 4 times a week,Laziness,Gym,Alone,Early morning,1 hour,Yes,Lack of time,3,No,Yes,I want to be fit
325,2019/07/05 11:08:46 AM GMT+5:30,Female,19 to 25,3,Good,1 to 2 times a week,I don't have enough time;I can't stay motivated,Walking or jogging,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,No,No,My dad motivates me 
326,2019/07/05 11:13:12 AM GMT+5:30,Male,15 to 18,4,Good,3 to 4 times a week,I don't have enough time;I'll become too tired,Walking or jogging;Gym;Swimming;Team sport,With a group,Evening,2 hours,Yes,Temptation and cravings,3,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress
327,2019/07/05 11:13:29 AM GMT+5:30,Female,15 to 18,4,Good,3 to 4 times a week,I'll become too tired,Walking or jogging;Zumba dance,Alone,Evening,30 minutes,Not always,Ease of access to fast food,3,Yes,No,I want to be flexible
328,2019/07/05 11:13:58 AM GMT+5:30,Female,19 to 25,4,Average,2 to 3 times a week,I don't have enough time,Walking or jogging;Zumba dance,Alone,Early morning,1 hour,Not always,Ease of access to fast food,3,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible
329,2019/07/05 11:14:01 AM GMT+5:30,Male,15 to 18,3,Good,2 to 3 times a week,I don't have enough time,Team sport,Alone,Evening,1 hour,Yes,Ease of access to fast food;Temptation and cravings,3,No,No,I want to be fit;I want to increase muscle mass and strength;I want to achieve a sporting goal
330,2019/07/05 11:15:11 AM GMT+5:30,Female,15 to 18,5,Good,1 to 2 times a week,I exercise regularly with no barriers,Walking or jogging;Team sport,With a friend,Early morning,2 hours,Not always,Temptation and cravings,4,Yes,No,I want to relieve stress
331,2019/07/05 11:15:18 AM GMT+5:30,Male,19 to 25,4,Average,3 to 4 times a week,I don't have enough time;I can't stay motivated;I'll become too tired,Gym,Alone,Evening,1 hour,Yes,Temptation and cravings,3,No,No,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
