epi_week,country,state,loc,loc_type,disease, event,number,from_date,to_date,url
191649,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,03/12/1916,09/12/1916,https://www.tycho.pitt.edu/raw/PDF/1916/52.pdf
191649,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,17,03/12/1916,09/12/1916,https://www.tycho.pitt.edu/raw/PDF/1916/52.pdf
191649,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,13,03/12/1916,09/12/1916,https://www.tycho.pitt.edu/raw/PDF/1916/52.pdf
191649,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,7,03/12/1916,09/12/1916,https://www.tycho.pitt.edu/raw/PDF/1916/52.pdf
191650,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,4,10/12/1916,16/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/01.pdf
191650,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,10/12/1916,16/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/01.pdf
191650,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,12,10/12/1916,16/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/01.pdf
191650,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,2,10/12/1916,16/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/01.pdf
191650,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,14,10/12/1916,16/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/01.pdf
191650,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,22,10/12/1916,16/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/01.pdf
191650,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,12,10/12/1916,16/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/01.pdf
191651,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,27,17/12/1916,23/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/02.pdf
191651,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,17/12/1916,23/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/02.pdf
191651,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,12,17/12/1916,23/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/02.pdf
191651,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,13,17/12/1916,23/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/02.pdf
191651,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,10,17/12/1916,23/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/02.pdf
191652,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,4,24/12/1916,30/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/03.pdf
191652,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,8,24/12/1916,30/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/03.pdf
191652,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,7,24/12/1916,30/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/03.pdf
191652,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,11,24/12/1916,30/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/03.pdf
191652,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,12,24/12/1916,30/12/1916,https://www.tycho.pitt.edu/raw/PDF/1917/03.pdf
191701,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,5,31/12/1916,06/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/04.pdf
191701,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,31/12/1916,06/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/04.pdf
191701,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,16,31/12/1916,06/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/04.pdf
191701,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,10,31/12/1916,06/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/04.pdf
191701,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,17,31/12/1916,06/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/04.pdf
191701,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,11,31/12/1916,06/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/04.pdf
191702,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,2,07/01/1917,13/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/05.pdf
191702,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,07/01/1917,13/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/05.pdf
191702,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,23,07/01/1917,13/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/05.pdf
191702,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,12,07/01/1917,13/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/05.pdf
191702,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,21,07/01/1917,13/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/05.pdf
191702,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,13,07/01/1917,13/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/05.pdf
191703,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,2,14/01/1917,20/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/06.pdf
191703,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,15,14/01/1917,20/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/06.pdf
191703,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,14/01/1917,20/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/06.pdf
191703,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,15,14/01/1917,20/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/06.pdf
191703,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,25,14/01/1917,20/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/06.pdf
191703,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,11,14/01/1917,20/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/06.pdf
191704,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,7,21/01/1917,27/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/07.pdf
191704,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,21/01/1917,27/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/07.pdf
191704,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,15,21/01/1917,27/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/07.pdf
191704,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,19,21/01/1917,27/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/07.pdf
191704,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,14,21/01/1917,27/01/1917,https://www.tycho.pitt.edu/raw/PDF/1917/07.pdf
191705,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,4,28/01/1917,03/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/08.pdf
191705,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,4,28/01/1917,03/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/08.pdf
191705,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,13,28/01/1917,03/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/08.pdf
191705,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,23,28/01/1917,03/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/08.pdf
191705,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,11,28/01/1917,03/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/08.pdf
191706,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,2,04/02/1917,10/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/09.pdf
191706,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,04/02/1917,10/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/09.pdf
191706,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,9,04/02/1917,10/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/09.pdf
191706,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,20,04/02/1917,10/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/09.pdf
191706,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,24,04/02/1917,10/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/09.pdf
191706,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,15,04/02/1917,10/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/09.pdf
191707,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,3,11/02/1917,17/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/10.pdf
191707,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,10,11/02/1917,17/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/10.pdf
191707,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,3,11/02/1917,17/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/10.pdf
191707,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,4,11/02/1917,17/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/10.pdf
191707,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,14,11/02/1917,17/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/10.pdf
191707,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,19,11/02/1917,17/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/10.pdf
191708,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,22,18/02/1917,24/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/11.pdf
191708,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,9,18/02/1917,24/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/11.pdf
191708,US,DC,WASHINGTON,CITY,SCARLET FEVER,DEATHS,1,18/02/1917,24/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/11.pdf
191708,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,14,18/02/1917,24/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/11.pdf
191708,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,14,18/02/1917,24/02/1917,https://www.tycho.pitt.edu/raw/PDF/1917/11.pdf
191709,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,1,25/02/1917,03/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/12.pdf
191709,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,7,25/02/1917,03/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/12.pdf
191709,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,12,25/02/1917,03/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/12.pdf
191709,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,14,25/02/1917,03/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/12.pdf
191709,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,14,25/02/1917,03/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/12.pdf
191710,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,1,04/03/1917,10/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/13.pdf
191710,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,12,04/03/1917,10/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/13.pdf
191710,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,04/03/1917,10/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/13.pdf
191710,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,9,04/03/1917,10/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/13.pdf
191710,US,DC,WASHINGTON,CITY,SCARLET FEVER,DEATHS,1,04/03/1917,10/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/13.pdf
191710,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,19,04/03/1917,10/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/13.pdf
191710,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,24,04/03/1917,10/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/13.pdf
191711,US,DC,WASHINGTON,CITY,MENINGITIS,CASES,1,11/03/1917,17/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/14.pdf
191711,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,5,11/03/1917,17/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/14.pdf
191711,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,24,11/03/1917,17/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/14.pdf
191711,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,11/03/1917,17/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/14.pdf
191711,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,13,11/03/1917,17/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/14.pdf
191711,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,22,11/03/1917,17/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/14.pdf
191711,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,8,11/03/1917,17/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/14.pdf
191712,US,DC,WASHINGTON,CITY,MENINGITIS,CASES,3,18/03/1917,24/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/15.pdf
191712,US,DC,WASHINGTON,CITY,MENINGITIS,DEATHS,1,18/03/1917,24/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/15.pdf
191712,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,2,18/03/1917,24/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/15.pdf
191712,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,77,18/03/1917,24/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/15.pdf
191712,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,18/03/1917,24/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/15.pdf
191712,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,14,18/03/1917,24/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/15.pdf
191712,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,21,18/03/1917,24/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/15.pdf
191712,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,18,18/03/1917,24/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/15.pdf
191713,US,DC,WASHINGTON,CITY,MENINGITIS,CASES,4,25/03/1917,31/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/16.pdf
191713,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,26,25/03/1917,31/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/16.pdf
191713,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,2,25/03/1917,31/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/16.pdf
191713,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,12,25/03/1917,31/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/16.pdf
191713,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,16,25/03/1917,31/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/16.pdf
191713,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,18,25/03/1917,31/03/1917,https://www.tycho.pitt.edu/raw/PDF/1917/16.pdf
191714,US,DC,WASHINGTON,CITY,MENINGITIS,CASES,1,01/04/1917,07/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/17.pdf
191714,US,DC,WASHINGTON,CITY,MENINGITIS,DEATHS,1,01/04/1917,07/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/17.pdf
191714,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,2,01/04/1917,07/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/17.pdf
191714,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,01/04/1917,07/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/17.pdf
191714,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,18,01/04/1917,07/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/17.pdf
191714,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,15,01/04/1917,07/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/17.pdf
191714,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,18,01/04/1917,07/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/17.pdf
191714,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,01/04/1917,07/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/17.pdf
191715,US,DC,WASHINGTON,CITY,MENINGITIS,CASES,2,08/04/1917,14/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/18.pdf
191715,US,DC,WASHINGTON,CITY,MENINGITIS,DEATHS,1,08/04/1917,14/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/18.pdf
191715,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,1,08/04/1917,14/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/18.pdf
191715,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,08/04/1917,14/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/18.pdf
191715,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,8,08/04/1917,14/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/18.pdf
191715,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,3,08/04/1917,14/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/18.pdf
191715,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,18,08/04/1917,14/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/18.pdf
191715,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,27,08/04/1917,14/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/18.pdf
191715,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,26,08/04/1917,14/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/18.pdf
191716,US,DC,WASHINGTON,CITY,MENINGITIS,DEATHS,1,15/04/1917,21/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/19.pdf
191716,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,4,15/04/1917,21/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/19.pdf
191716,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,5,15/04/1917,21/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/19.pdf
191716,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,13,15/04/1917,21/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/19.pdf
191716,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,19,15/04/1917,21/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/19.pdf
191716,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,17,15/04/1917,21/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/19.pdf
191717,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,6,22/04/1917,28/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/20.pdf
191717,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,22/04/1917,28/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/20.pdf
191717,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,7,22/04/1917,28/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/20.pdf
191717,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,9,22/04/1917,28/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/20.pdf
191717,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,19,22/04/1917,28/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/20.pdf
191717,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,17,22/04/1917,28/04/1917,https://www.tycho.pitt.edu/raw/PDF/1917/20.pdf
191718,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,1,29/04/1917,05/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/21.pdf
191718,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,4,29/04/1917,05/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/21.pdf
191718,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,6,29/04/1917,05/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/21.pdf
191718,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,21,29/04/1917,05/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/21.pdf
191718,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,14,29/04/1917,05/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/21.pdf
191719,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,2,06/05/1917,12/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/22.pdf
191719,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,3,06/05/1917,12/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/22.pdf
191719,US,DC,WASHINGTON,CITY,DIPHTHERIA,DEATHS,1,06/05/1917,12/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/22.pdf
191719,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,5,06/05/1917,12/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/22.pdf
191719,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,20,06/05/1917,12/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/22.pdf
191719,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,10,06/05/1917,12/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/22.pdf
191720,US,DC,WASHINGTON,CITY,MENINGITIS,CASES,2,13/05/1917,19/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/23.pdf
191720,US,DC,WASHINGTON,CITY,MENINGITIS,DEATHS,1,13/05/1917,19/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/23.pdf
191720,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,3,13/05/1917,19/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/23.pdf
191720,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,7,13/05/1917,19/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/23.pdf
191720,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,15,13/05/1917,19/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/23.pdf
191720,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,17,13/05/1917,19/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/23.pdf
191720,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,14,13/05/1917,19/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/23.pdf
191721,US,DC,WASHINGTON,CITY,MENINGITIS,CASES,2,20/05/1917,26/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/24.pdf
191721,US,DC,WASHINGTON,CITY,MENINGITIS,DEATHS,1,20/05/1917,26/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/24.pdf
191721,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,3,20/05/1917,26/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/24.pdf
191721,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,20/05/1917,26/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/24.pdf
191721,US,DC,WASHINGTON,CITY,DIPHTHERIA,CASES,5,20/05/1917,26/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/24.pdf
191721,US,DC,WASHINGTON,CITY,SCARLET FEVER,CASES,3,20/05/1917,26/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/24.pdf
191721,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],CASES,12,20/05/1917,26/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/24.pdf
191721,US,DC,WASHINGTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,13,20/05/1917,26/05/1917,https://www.tycho.pitt.edu/raw/PDF/1917/24.pdf
191722,US,DC,WASHINGTON,CITY,MENINGITIS,CASES,1,27/05/1917,02/06/1917,https://www.tycho.pitt.edu/raw/PDF/1917/25.pdf
191722,US,DC,WASHINGTON,CITY,MENINGITIS,DEATHS,1,27/05/1917,02/06/1917,https://www.tycho.pitt.edu/raw/PDF/1917/25.pdf
191722,US,DC,WASHINGTON,CITY,TYPHOID FEVER [ENTERIC FEVER],CASES,2,27/05/1917,02/06/1917,https://www.tycho.pitt.edu/raw/PDF/1917/25.pdf
